points,name,challenge
200,fgfg,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T14:25:00.434184Z', '2025-01-11T13:59:42.692404Z']}"
200,Blank's Team,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T14:32:10.655561Z', '2025-01-11T01:31:06.007934Z']}"
200,,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:03:12.762051Z', '2025-01-11T14:34:21.686181Z']}"
200,arracheur2ctf,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:09:05.234041Z', '2025-01-11T15:07:52.606645Z']}"
200,Cypherforce,"{'challenge_name': ['Sanity Check', 'Funny Cipher'], 'challenge_category': ['Misc', 'Crypto'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:15:52.365379Z', '2025-01-11T15:03:04.270843Z']}"
200,EvilBit,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:23:37.125980Z', '2025-01-11T13:34:47.489209Z']}"
200,Team_Zero_Bytes,"{'challenge_name': ['Racing', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:26:51.478083Z', '2025-01-11T14:47:29.233261Z']}"
200,X MASTERS,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T15:27:45.735889Z', '2025-01-11T00:38:28.008432Z']}"
200,imqandyl,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T16:11:11.486415Z', '2025-01-11T15:25:12.931404Z']}"
200,main,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn'], 'challenge_category': ['Web', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T17:01:12.856079Z', '2025-01-11T16:23:05.239633Z']}"
200,concawc,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T17:07:31.190183Z', '2025-01-11T16:57:02.986886Z']}"
200,d00vit,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T17:39:30.143907Z', '2025-01-11T04:41:46.124759Z']}"
200,FAN,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T18:08:36.564828Z', '2025-01-11T17:22:06.875452Z']}"
200,lonli,"{'challenge_name': ['Racing', 'Surgery'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T18:44:14.942060Z', '2025-01-11T18:24:41.253372Z']}"
200,KingPinguino,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T18:49:43.970169Z', '2025-01-11T12:43:16.267912Z']}"
200,ph1sh3r_m4n,"{'challenge_name': ['Funny Cipher', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T19:31:30.260107Z', '2025-01-11T18:32:51.947190Z']}"
200,rustyboys,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T20:15:40.639898Z', '2025-01-11T19:20:14.100431Z']}"
200,hello world,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T20:25:03.294778Z', '2025-01-11T10:02:04.175074Z']}"
200,shitfazed,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T20:31:00.313340Z', '2025-01-11T20:14:37.208359Z']}"
200,DarkPulse,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T20:40:55.681258Z', '2025-01-11T01:29:50.580200Z']}"
200,on1o,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T21:04:33.791723Z', '2025-01-11T01:43:10.872355Z']}"
200,kl8tm,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn'], 'challenge_category': ['Web', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T21:26:12.843718Z', '2025-01-11T20:58:55.363214Z']}"
200,frenchtoast,"{'challenge_name': ['Baby Pwn 2', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T21:39:19.326513Z', '2025-01-11T05:50:32.847994Z']}"
200,bits & Bugs,"{'challenge_name': ['Sanity Check', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T21:41:15.355912Z', '2025-01-11T21:40:17.556826Z']}"
200,noodle,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T22:36:23.346339Z', '2025-01-11T22:36:07.402939Z']}"
200,poopers,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T22:48:48.221884Z', '2025-01-11T00:16:24.495959Z']}"
200,Casual,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T23:14:01.545529Z', '2025-01-11T22:40:19.108295Z']}"
200,ucabrera,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T00:28:17.255472Z', '2025-01-12T00:08:12.704607Z']}"
200,Niubi,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T00:57:40.104301Z', '2025-01-11T08:54:57.923876Z']}"
200,testtest,"{'challenge_name': ['Sanity Check', 'Surgery'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T01:28:06.836262Z', '2025-01-11T12:27:02.754529Z']}"
200,pdw0412,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T02:17:39.840142Z', '2025-01-12T02:14:04.014670Z']}"
200,VSL,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T02:48:18.322310Z', '2025-01-11T01:24:40.847878Z']}"
200,gadjahTerbang,"{'challenge_name': ['Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T03:09:15.638394Z', '2025-01-12T02:30:13.960630Z']}"
200,NotAHacker,"{'challenge_name': ['Racing', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T04:41:36.271263Z', '2025-01-11T20:17:46.137813Z']}"
200,4r0wana,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T05:30:00.879240Z', '2025-01-12T05:21:13.949209Z']}"
200,straw_hats,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T05:36:42.576356Z', '2025-01-11T15:57:47.492044Z']}"
200,/tmp/red,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T05:43:26.939893Z', '2025-01-11T01:29:22.276314Z']}"
200,Black Vectors,"{'challenge_name': ['Racing', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T06:21:59.465903Z', '2025-01-12T04:49:20.647850Z']}"
200,pwn,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T07:21:54.045527Z', '2025-01-12T02:41:02.373785Z']}"
200,1NV3S71G470RS,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T07:45:22.309680Z', '2025-01-12T07:06:23.311972Z']}"
200,Gordiony,"{'challenge_name': ['Surgery', 'Funny Cipher'], 'challenge_category': ['Misc', 'Crypto'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T08:16:23.796343Z', '2025-01-12T08:07:59.139435Z']}"
200,Z3r0_l0g0n,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T09:27:53.249155Z', '2025-01-12T09:14:57.530406Z']}"
200,pymi,"{'challenge_name': ['Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T10:18:28.829344Z', '2025-01-12T06:11:28.292532Z']}"
200,SnifferSquad,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T10:25:34.689483Z', '2025-01-11T03:16:37.378732Z']}"
200,BecomeBetter,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T11:25:51.513111Z', '2025-01-12T10:38:53.215841Z']}"
200,:3,"{'challenge_name': ['Scavenger Hunt', 'Racing'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T12:16:40.243839Z', '2025-01-12T09:25:07.695121Z']}"
200,sssrank,"{'challenge_name': ['Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T12:50:20.117806Z', '2025-01-12T12:36:50.846035Z']}"
200,Setraki,"{'challenge_name': ['Sanity Check', 'Surgery'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T13:14:24.074538Z', '2025-01-12T13:12:38.018624Z']}"
200,DoMiAd,"{'challenge_name': ['Scavenger Hunt', 'Funny Cipher'], 'challenge_category': ['Web', 'Crypto'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T13:20:59.474729Z', '2025-01-11T19:21:44.622850Z']}"
200,egghead,"{'challenge_name': ['Math Test', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T13:52:02.668133Z', '2025-01-12T12:18:39.639818Z']}"
200,beos_nub,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T13:57:04.869043Z', '2025-01-12T11:18:22.321674Z']}"
200,OnlyNXU,"{'challenge_name': ['Racing', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T15:21:29.895534Z', '2025-01-12T14:59:04.226431Z']}"
200,sky247,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T16:30:58.075593Z', '2025-01-12T16:15:22.425025Z']}"
200,Num3R0n4u7s,"{'challenge_name': ['Math Test', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T17:00:27.249381Z', '2025-01-12T16:38:20.993918Z']}"
200,aku mau cukur bulu bulu you akhdan,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T17:19:37.309005Z', '2025-01-12T17:03:17.221617Z']}"
200,Sky_In_North,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T17:29:15.506003Z', '2025-01-12T02:36:33.210697Z']}"
200,5ilv3rw4v3,"{'challenge_name': ['Sanity Check', 'Surgery'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T17:33:57.164253Z', '2025-01-12T17:07:08.096342Z']}"
200,seed,"{'challenge_name': ['Math Test', 'Racing'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:20:23.416193Z', '2025-01-11T23:51:09.888369Z']}"
200,CreepyPastaBox,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:25:47.109947Z', '2025-01-12T18:13:02.427934Z']}"
200,RaphaeL,"{'challenge_name': ['Racing', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:33:49.054423Z', '2025-01-12T17:02:05.148690Z']}"
200,name,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:36:23.477798Z', '2025-01-12T17:50:54.377708Z']}"
200,castilho,"{'challenge_name': ['Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:43:48.482387Z', '2025-01-11T17:32:52.247986Z']}"
200,Majino,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T18:59:52.460325Z', '2025-01-12T18:50:27.867922Z']}"
200,Horikita,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T19:41:38.008977Z', '2025-01-12T18:50:59.842969Z']}"
200,SETU - LOKI,"{'challenge_name': ['Racing', 'POOF'], 'challenge_category': ['Misc', 'Forensics'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T20:55:39.792272Z', '2025-01-12T20:18:56.863139Z']}"
200,a902ade960972bf90a8ac59efbdd9e59,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T23:02:51.585051Z', '2025-01-12T22:26:20.789473Z']}"
200,sytez,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T23:08:07.042081Z', '2025-01-11T17:41:03.885150Z']}"
200,mewoo,"{'challenge_name': ['Surgery', 'Funny Cipher'], 'challenge_category': ['Misc', 'Crypto'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-12T23:37:35.808452Z', '2025-01-12T23:08:12.795382Z']}"
100,solodollo,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:04:37.311839Z']}"
100,did try but,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:04:41.641650Z']}"
100,Panic Attack,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:04:55.304056Z']}"
100,1'b1,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:05:00.781045Z']}"
100,ScrappyEatsTheCode,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:05:20.213772Z']}"
100,noli,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:05:26.659292Z']}"
100,懐かしい,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:05:33.616179Z']}"
100,I C U P1nG,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:06:29.871670Z']}"
100,OwlS3c,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:07:03.223366Z']}"
100,NullSec,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:08:35.837569Z']}"
100,Oranges,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:09:37.353451Z']}"
100,memes,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:14:00.112432Z']}"
100,LastOne,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:19:40.720954Z']}"
100,Crawfish 190,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:20:35.395586Z']}"
100,vnpd,"{'challenge_name': ['Baby Pwn'], 'challenge_category': ['Pwn'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:22:37.188512Z']}"
100,Cyber Tiggers,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:30:26.799251Z']}"
100,Flag Capturer,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:31:53.357293Z']}"
100,j4f,"{'challenge_name': ['Baby Pwn'], 'challenge_category': ['Pwn'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:34:51.229172Z']}"
100,Pink_999,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:47:35.442228Z']}"
100,I just test,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:50:15.134636Z']}"
100,indepth,"{'challenge_name': ['Scavenger Hunt'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:52:00.622113Z']}"
100,Krish Patel,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:54:28.283695Z']}"
100,just4fun,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:57:48.179439Z']}"
100,theflubbywalruses,"{'challenge_name': ['Scavenger Hunt'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:57:51.925295Z']}"
100,bc84202,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:59:13.206950Z']}"
100,ZeroMarea,"{'challenge_name': ['Baby Pwn'], 'challenge_category': ['Pwn'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T00:59:49.184325Z']}"
100,ADP,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:04:35.054361Z']}"
100,stray_byte_team,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:04:50.422372Z']}"
100,RAXH,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:21:21.579634Z']}"
100,dnd,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:23:43.355286Z']}"
100,f0101,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:24:10.485085Z']}"
100,two dollar,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:26:19.922997Z']}"
100,h1h4ck3r,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Misc'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:32:36.148312Z']}"
100,fakeaviationist,"{'challenge_name': ['Baby Pwn'], 'challenge_category': ['Pwn'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:32:55.367286Z']}"
100,black bulls,"{'challenge_name': ['Scavenger Hunt'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2025-01-11T01:35:30.478423Z']}"
