name,points,challenges
Nice2MeetU,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Y1uu,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Adamastor,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Olgoj chorchoj,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
WAWAWAWA,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
810双刀,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
dehua,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
老头不玩环,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
游星,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
mft133,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
flag填的都对,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
