Position,points,name,challenge
23,3906,DDLR-TEAM,"{'challenge_name': ['p0mb3r0', 'D13G0', 'CManrique', 'Soma', 'me', 'Open Googler', 'PGN Encryption', 'XOR 2: FibMODnacci', 'Read the rules', 'This will make you ANGRy', 'Warmup', 'Flag shop', 'Dude, where is my horse?', 'Debu... what?', 'Trust in my calculator', 'Onion login', 'Echoes of Wisdom', 'Discord 2', 'Siem logger', 'Git 1: Baby', 'Packet Pursuit: The Forensic Odyssey', 'T.E.G. 1: Hide and Seek', 'HTTP specialist', 'Baguette Cipher', 'Poke 0: Just Want a Totodile', 'Baby rev', 'Designer', 'Discord 1'], 'challenge_category': ['Web', 'Misc', 'Crypto', 'Misc', 'Beginner', 'Pwn', 'Pwn', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Web', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Reversing', 'Beginner', 'Misc'], 'challenge_points': ['460', '293', '100', '100', '232', '100', '500', '454', '100', '100', '100', '100', '162', '205', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:14:47.922883Z', '2024-11-09T01:51:59.000323Z', '2024-11-09T01:21:31.897354Z', '2024-11-09T00:01:34.379925Z', '2024-11-08T21:33:22.590960Z', '2024-11-08T20:34:53.398246Z', '2024-11-08T19:32:59.978878Z', '2024-11-08T16:36:07.068207Z', '2024-11-08T15:55:44.573957Z', '2024-11-08T14:34:57.796425Z', '2024-11-08T14:11:23.549586Z', '2024-11-08T14:02:47.071946Z', '2024-11-08T13:56:16.099341Z', '2024-11-08T13:24:33.106201Z', '2024-11-08T12:51:01.206776Z', '2024-11-08T12:47:39.650250Z', '2024-11-08T12:31:31.698268Z', '2024-11-08T12:22:28.616981Z', '2024-11-08T12:18:34.028400Z', '2024-11-08T11:58:24.433207Z', '2024-11-08T11:25:08.320710Z', '2024-11-08T11:09:48.829878Z', '2024-11-08T11:08:40.069470Z']}"
24,3872,noraneco,"{'challenge_name': ['noraneco', 'Poke 2: Can you defeat Gary?', 'Flag shop', 'RSA Keys', 'XOR 3: Bugbounty description', 'The biggest', 'XOR 2: FibMODnacci', 'Read the rules', 'Poke 1: No again please', 'Debu... what?', 'Trust in my calculator', 'Baguette Cipher', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Warmup', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Baby rev', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Reversing', 'Pwn', 'Crypto', 'Crypto', 'Crypto', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['257', '500', '460', '423', '375', '100', '100', '257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:25:06.682865Z', '2024-11-09T02:37:55.573397Z', '2024-11-09T00:19:52.399968Z', '2024-11-08T23:52:51.259750Z', '2024-11-08T22:51:53.886371Z', '2024-11-08T22:21:46.970497Z', '2024-11-08T21:35:34.177771Z', '2024-11-08T21:02:41.198663Z', '2024-11-08T20:31:25.469893Z', '2024-11-08T14:21:10.784606Z', '2024-11-08T14:09:44.538009Z', '2024-11-08T13:59:34.120428Z', '2024-11-08T13:27:50.979609Z', '2024-11-08T13:21:57.322138Z', '2024-11-08T12:51:49.646523Z', '2024-11-08T12:42:57.793556Z', '2024-11-08T12:38:44.980384Z', '2024-11-08T12:24:03.260820Z', '2024-11-08T12:13:34.656543Z', '2024-11-08T11:31:03.439930Z', '2024-11-08T11:21:45.936048Z', '2024-11-08T11:13:53.677843Z']}"
25,3839,CTRL-MATT-DEF34T,"{'challenge_name': ['Mik4', 'HAKU', 'Carlos', 'GwendoLA', 'Dude, where is my horse?', 'Siem logger', 'XOR 3: Bugbounty description', 'Git 2: Actions', 'Warmup', 'PGN Encryption', 'This will make you ANGRy', 'Poke 1: No again please', 'XOR 2: FibMODnacci', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Read the rules', 'Packet Pursuit: The Forensic Odyssey', 'Debu... what?', 'Onion login', 'Trust in my calculator', 'Poke 0: Just Want a Totodile', 'Git 1: Baby', 'Designer', 'Baby rev', 'Baguette Cipher', 'HTTP specialist', 'Discord 1'], 'challenge_category': ['Beginner', 'Web', 'Crypto', 'Misc', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Crypto', 'Beginner', 'Misc'], 'challenge_points': ['454', '205', '423', '375', '100', '293', '232', '257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:25:37.614988Z', '2024-11-09T10:00:38.702557Z', '2024-11-08T22:09:21.594990Z', '2024-11-08T19:03:16.104358Z', '2024-11-08T17:43:57.259935Z', '2024-11-08T17:18:50.761865Z', '2024-11-08T16:57:29.118943Z', '2024-11-08T16:38:35.464863Z', '2024-11-08T16:28:35.923153Z', '2024-11-08T16:17:07.118626Z', '2024-11-08T15:59:21.666788Z', '2024-11-08T15:49:33.486450Z', '2024-11-08T14:51:23.224514Z', '2024-11-08T14:22:25.855782Z', '2024-11-08T12:53:51.950616Z', '2024-11-08T12:20:04.456414Z', '2024-11-08T11:37:54.842520Z', '2024-11-08T11:32:19.354084Z', '2024-11-08T11:30:33.627299Z', '2024-11-08T11:27:50.644392Z', '2024-11-08T11:27:33.593623Z', '2024-11-08T11:24:59.344258Z', '2024-11-08T11:00:20.873639Z']}"
26,3835,sithis,"{'challenge_name': ['sithis', 'Baby rev', 'Poke 0: Just Want a Totodile', 'Poke 1: No again please', 'Git 2: Actions', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'PGN Encryption', 'Open Googler', 'Trust in my calculator', 'Onion login', 'Siem logger', 'Discord 2', 'Designer', 'Warmup', 'XOR 3: Bugbounty description', 'XOR 2: FibMODnacci', 'Discord 1', 'Git 1: Baby', 'RSA Keys', 'Baguette Cipher'], 'challenge_category': ['Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Web', 'Misc', 'Beginner', 'Web', 'Misc', 'Beginner', 'Pwn', 'Crypto', 'Crypto', 'Misc', 'Beginner', 'Crypto', 'Crypto'], 'challenge_points': ['100', '100', '257', '375', '100', '100', '293', '460', '100', '100', '205', '162', '100', '100', '423', '100', '100', '100', '460', '100'], 'solve_time': ['2024-11-09T10:51:49.659194Z', '2024-11-09T10:46:14.710784Z', '2024-11-09T10:33:14.581280Z', '2024-11-09T10:18:56.666362Z', '2024-11-09T09:48:35.594266Z', '2024-11-09T09:40:05.650998Z', '2024-11-09T00:44:20.367569Z', '2024-11-08T23:48:59.694821Z', '2024-11-08T22:31:42.070656Z', '2024-11-08T22:16:45.085826Z', '2024-11-08T22:10:28.140830Z', '2024-11-08T18:54:22.618391Z', '2024-11-08T18:43:27.384884Z', '2024-11-08T18:14:35.188477Z', '2024-11-08T17:50:39.819625Z', '2024-11-08T17:22:58.849426Z', '2024-11-08T17:18:31.341118Z', '2024-11-08T17:05:03.343455Z', '2024-11-08T17:03:11.437294Z', '2024-11-08T13:29:43.000590Z']}"
27,3788,11111,"{'challenge_name': ['kuvee', 'Hamparte Artist', 'RSA Keys', 'Poke 0: Just Want a Totodile', 'Onion login', 'HTTP specialist', 'Read the rules', 'The biggest', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Debu... what?', 'This will make you ANGRy', 'Git 1: Baby', 'Flag shop', 'Designer', 'Trust in my calculator', 'Poke 2: Can you defeat Gary?', 'Baby rev', 'Discord 1', 'Warmup'], 'challenge_category': ['Forensics', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Crypto', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Misc', 'Reversing', 'Reversing', 'Misc', 'Pwn'], 'challenge_points': ['464', '460', '100', '100', '100', '100', '375', '100', '100', '100', '100', '100', '232', '100', '500', '100', '100', '257', '100', '100', '100'], 'solve_time': ['2024-11-09T04:44:39.844967Z', '2024-11-09T01:42:27.206166Z', '2024-11-08T17:11:32.805530Z', '2024-11-08T17:04:28.722862Z', '2024-11-08T16:36:09.254289Z', '2024-11-08T15:24:25.074417Z', '2024-11-08T14:57:19.065627Z', '2024-11-08T14:51:31.011019Z', '2024-11-08T14:41:17.066264Z', '2024-11-08T14:36:27.744520Z', '2024-11-08T14:27:41.155169Z', '2024-11-08T13:39:44.192707Z', '2024-11-08T13:25:38.677059Z', '2024-11-08T13:04:08.081505Z', '2024-11-08T12:55:57.960227Z', '2024-11-08T12:47:33.202150Z', '2024-11-08T12:45:33.875073Z', '2024-11-08T12:00:44.983565Z', '2024-11-08T11:38:06.129858Z', '2024-11-08T11:05:35.747289Z', '2024-11-08T11:04:32.314134Z']}"
28,3702,H4xor_Hunters,"{'challenge_name': ['0FFEND3R_404', 'Erohsik', 'KR62', 'dannyDUD', '4SSU', 'R4ph43l', 'Pr0xy_byt3s', 'savyasaachi', 'Vishastra', '0xblackbird', 'Thorfinn_07', 'elf.exe', 'howler', 'Theory', 'bob', 'Kidnapshadow', 'The biggest', 'Git 2: Actions', 'XOR 2: FibMODnacci', 'Onion login', 'Discord 2', 'Git 3: Forks', 'This will make you ANGRy', 'Poke 2: Can you defeat Gary?', 'Trust in my calculator', 'Baguette Cipher', 'Siem logger', 'Warmup', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'Baby rev', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Read the rules', 'Git 1: Baby', 'Designer', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Discord 1'], 'challenge_category': ['Crypto', 'Misc', 'Crypto', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Reversing', 'Misc', 'Crypto', 'Web', 'Pwn', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['375', '375', '100', '100', '162', '496', '232', '257', '100', '100', '205', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:41:19.205562Z', '2024-11-09T06:01:29.520427Z', '2024-11-09T06:00:32.631777Z', '2024-11-09T04:12:23.212542Z', '2024-11-09T01:44:29.187769Z', '2024-11-08T23:15:39.318145Z', '2024-11-08T20:21:49.655260Z', '2024-11-08T19:04:52.205516Z', '2024-11-08T18:08:04.547572Z', '2024-11-08T15:56:10.462015Z', '2024-11-08T15:19:51.444939Z', '2024-11-08T14:52:24.968005Z', '2024-11-08T13:57:37.753097Z', '2024-11-08T13:52:28.850285Z', '2024-11-08T13:13:37.410617Z', '2024-11-08T13:06:06.346090Z', '2024-11-08T13:04:40.132372Z', '2024-11-08T12:54:44.589203Z', '2024-11-08T12:36:35.109360Z', '2024-11-08T12:13:54.584935Z', '2024-11-08T12:01:56.307270Z', '2024-11-08T11:53:01.833621Z', '2024-11-08T11:13:02.532024Z']}"
29,3561,LigmaSugmaSigma,"{'challenge_name': ['grwna', 'Starath', 'shwibzka', 'Siem logger', 'XOR 2: FibMODnacci', 'Read the rules', 'T.E.G. 1: Hide and Seek', 'Discord 1', 'This will make you ANGRy', 'Packet Pursuit: The Forensic Odyssey', 'Debu... what?', 'Onion login', 'Poke 3: What the hell?', 'Poke 1: No again please', 'Poke 0: Just Want a Totodile', 'Baby rev', 'Git 2: Actions', 'Echoes of Wisdom', 'Baguette Cipher', 'HTTP specialist', 'Flag shop', 'Git 1: Baby', 'Designer', 'Trust in my calculator', 'Warmup'], 'challenge_category': ['Web', 'Crypto', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Misc', 'Pwn'], 'challenge_points': ['205', '100', '100', '100', '100', '232', '100', '100', '100', '392', '257', '100', '100', '375', '100', '100', '100', '500', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:27:52.992128Z', '2024-11-09T00:48:31.550188Z', '2024-11-09T00:36:21.892790Z', '2024-11-09T00:16:38.049354Z', '2024-11-08T21:28:44.625503Z', '2024-11-08T16:43:41.726305Z', '2024-11-08T16:09:19.173463Z', '2024-11-08T15:58:20.189531Z', '2024-11-08T15:47:38.757027Z', '2024-11-08T15:00:58.219727Z', '2024-11-08T14:22:25.102792Z', '2024-11-08T14:11:12.886215Z', '2024-11-08T13:57:43.473199Z', '2024-11-08T13:20:33.463027Z', '2024-11-08T12:57:38.221151Z', '2024-11-08T12:44:12.136542Z', '2024-11-08T12:42:12.206073Z', '2024-11-08T12:21:08.559951Z', '2024-11-08T12:15:21.702273Z', '2024-11-08T12:05:59.432201Z', '2024-11-08T11:45:16.680824Z', '2024-11-08T11:16:49.062127Z']}"
30,3474,UciTeam1,"{'challenge_name': ['daymar03', 'UrKo', 's1s1fo', 'Baguette Cipher', 'PGN Encryption', 'Git 2: Actions', 'Poke 3: What the hell?', 'Poke 1: No again please', 'XOR 2: FibMODnacci', 'Read the rules', 'Flag shop', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'Onion login', 'Poke 2: Can you defeat Gary?', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Trust in my calculator', 'Git 1: Baby', 'Designer', 'Baby rev', 'Discord 1', 'Warmup'], 'challenge_category': ['Crypto', 'Misc', 'Misc', 'Misc', 'Beginner', 'Crypto', 'Misc', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Pwn'], 'challenge_points': ['100', '293', '375', '392', '257', '100', '100', '500', '100', '100', '100', '257', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T04:31:11.343418Z', '2024-11-09T04:13:52.906964Z', '2024-11-09T01:44:50.819009Z', '2024-11-08T22:44:04.259102Z', '2024-11-08T22:35:24.939229Z', '2024-11-08T21:37:03.395755Z', '2024-11-08T21:30:50.752984Z', '2024-11-08T21:13:16.865824Z', '2024-11-08T20:37:18.005390Z', '2024-11-08T20:28:46.245635Z', '2024-11-08T15:35:33.160805Z', '2024-11-08T15:28:43.341826Z', '2024-11-08T15:02:18.473883Z', '2024-11-08T13:30:36.217393Z', '2024-11-08T13:20:34.600496Z', '2024-11-08T13:13:57.581095Z', '2024-11-08T13:01:15.379623Z', '2024-11-08T11:44:57.530708Z', '2024-11-08T11:39:46.915902Z', '2024-11-08T11:39:04.880215Z']}"
31,3458,C7r1-417-31337,"{'challenge_name': ['g0os3', 'Debu... what?', 'Flag shop', 'Siem logger', 'Baby rev', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'PGN Encryption', 'Designer', 'Git 1: Baby', 'Onion login', 'Warmup', 'Discord 2', 'Discord 1', 'HTTP specialist', 'Trust in my calculator', 'XOR 3: Bugbounty description', 'The biggest', 'XOR 2: FibMODnacci', 'Baguette Cipher'], 'challenge_category': ['Beginner', 'Pwn', 'Web', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Pwn', 'Misc', 'Misc', 'Beginner', 'Misc', 'Crypto', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['100', '500', '205', '100', '100', '100', '100', '100', '293', '100', '100', '100', '100', '162', '100', '100', '100', '423', '375', '100', '100'], 'solve_time': ['2024-11-09T01:36:42.817952Z', '2024-11-09T01:21:55.305923Z', '2024-11-09T01:12:46.308243Z', '2024-11-08T17:21:27.161065Z', '2024-11-08T17:17:25.518090Z', '2024-11-08T17:04:18.178872Z', '2024-11-08T16:58:15.413596Z', '2024-11-08T16:54:12.750569Z', '2024-11-08T16:49:32.669408Z', '2024-11-08T16:02:28.322505Z', '2024-11-08T16:01:30.299158Z', '2024-11-08T15:53:17.146383Z', '2024-11-08T15:50:20.192935Z', '2024-11-08T15:29:42.787109Z', '2024-11-08T15:28:47.433130Z', '2024-11-08T15:27:44.201375Z', '2024-11-08T15:21:42.934772Z', '2024-11-08T15:08:46.714695Z', '2024-11-08T14:32:24.309543Z', '2024-11-08T14:16:41.167369Z', '2024-11-08T14:08:19.317731Z']}"
32,3354,StormBabys,"{'challenge_name': ['V1C70R', 'NetR4ze', 'Greysi Sofia De La Cruz', 'R03L', 'Mistake', 'Celestia', 'Warmup', 'Poke 2: Can you defeat Gary?', 'This will make you ANGRy', 'Debu... what?', 'Poke 3: What the hell?', 'Read the rules', 'Baby rev', 'XOR 2: FibMODnacci', 'Poke 1: No again please', 'Trust in my calculator', 'Onion login', 'Discord 2', 'Poke 0: Just Want a Totodile', 'Dude, where is my horse?', 'Baguette Cipher', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Git 1: Baby', 'Discord 1', 'Designer'], 'challenge_category': ['Pwn', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Reversing', 'Crypto', 'Beginner', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['100', '257', '232', '100', '392', '100', '100', '100', '257', '100', '100', '162', '100', '454', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T07:21:12.857898Z', '2024-11-09T06:55:36.318335Z', '2024-11-09T06:13:43.032349Z', '2024-11-09T04:48:03.953647Z', '2024-11-09T03:44:36.716079Z', '2024-11-09T03:42:47.305781Z', '2024-11-09T02:15:17.305970Z', '2024-11-09T01:41:20.908247Z', '2024-11-09T01:39:50.424447Z', '2024-11-08T23:47:22.647428Z', '2024-11-08T21:22:42.727820Z', '2024-11-08T21:00:10.073346Z', '2024-11-08T20:05:25.193409Z', '2024-11-08T19:33:44.467970Z', '2024-11-08T19:11:45.341718Z', '2024-11-08T18:33:15.380303Z', '2024-11-08T17:03:11.383485Z', '2024-11-08T14:53:15.224263Z', '2024-11-08T13:50:44.780939Z', '2024-11-08T13:02:21.019304Z', '2024-11-08T11:40:40.345667Z', '2024-11-08T11:32:32.218544Z']}"
33,3314,Schrodinger Bears,"{'challenge_name': ['saadbukhari', 'huzaifamalik', 'rzx', 'rzxx', 'rafay04', 'The biggest', 'Echoes of Wisdom', 'Baguette Cipher', 'Warmup', 'Poke 1: No again please', 'Onion login', 'Flag shop', 'Poke 0: Just Want a Totodile', 'This will make you ANGRy', 'Debu... what?', 'Poke 2: Can you defeat Gary?', 'PGN Encryption', 'Designer', 'HTTP specialist', 'T.E.G. 1: Hide and Seek', 'Baby rev', 'Packet Pursuit: The Forensic Odyssey', 'Trust in my calculator', 'Discord 1', 'Git 1: Baby'], 'challenge_category': ['Crypto', 'Beginner', 'Crypto', 'Pwn', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Misc', 'Misc', 'Beginner'], 'challenge_points': ['375', '100', '100', '100', '257', '100', '500', '100', '232', '100', '257', '293', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:57:04.204444Z', '2024-11-09T08:59:44.800349Z', '2024-11-09T08:36:45.995560Z', '2024-11-08T19:48:25.452526Z', '2024-11-08T19:16:43.472155Z', '2024-11-08T18:56:54.287401Z', '2024-11-08T18:49:40.989489Z', '2024-11-08T18:26:21.705892Z', '2024-11-08T16:21:52.918280Z', '2024-11-08T15:37:35.350766Z', '2024-11-08T15:30:06.624613Z', '2024-11-08T15:06:34.242379Z', '2024-11-08T14:47:54.348407Z', '2024-11-08T14:45:21.552349Z', '2024-11-08T14:28:57.073341Z', '2024-11-08T14:27:44.688395Z', '2024-11-08T14:01:27.219281Z', '2024-11-08T13:30:49.809485Z', '2024-11-08T11:27:30.117505Z', '2024-11-08T11:26:10.042895Z']}"
34,3229,Bugs B0unt3r,"{'challenge_name': ['1v0t', 'Sarjumon', 'TorugoAV', 'N0R37urn', '6480_', 'This will make you ANGRy', 'Discord 2', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'August memories', 'Baby rev', 'Debu... what?', 'Hamparte Artist', 'Git 2: Actions', 'Trust in my calculator', 'HTTP specialist', 'Onion login', 'Poke 0: Just Want a Totodile', 'Read the rules', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'Designer', 'T.E.G. 1: Hide and Seek', 'Discord 1'], 'challenge_category': ['Beginner', 'Misc', 'Crypto', 'Crypto', 'Forensics', 'Reversing', 'Beginner', 'Forensics', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['232', '162', '100', '100', '496', '100', '100', '464', '375', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:35:20.588939Z', '2024-11-09T05:26:24.542972Z', '2024-11-09T04:47:44.522543Z', '2024-11-09T04:37:27.070418Z', '2024-11-09T04:29:16.333834Z', '2024-11-09T03:03:22.141159Z', '2024-11-09T02:46:21.431344Z', '2024-11-09T02:42:52.496474Z', '2024-11-09T01:14:20.941539Z', '2024-11-08T23:27:05.109601Z', '2024-11-08T23:11:08.519650Z', '2024-11-08T23:06:34.350346Z', '2024-11-08T23:06:11.529365Z', '2024-11-08T23:05:42.904498Z', '2024-11-08T22:47:27.793956Z', '2024-11-08T17:50:06.352129Z', '2024-11-08T16:57:27.552894Z', '2024-11-08T16:57:09.653007Z', '2024-11-08T16:56:57.430251Z', '2024-11-08T16:56:40.417826Z']}"
35,3109,FuzzyForce,"{'challenge_name': ['JOvenOven', 'B13ss3d', 'Tr1s', 'DrManhattan', 'Baguette Cipher', 'PGN Encryption', 'Open Googler', 'Siem logger', 'Poke 0: Just Want a Totodile', 'This will make you ANGRy', 'Flag shop', 'Warmup', 'Trust in my calculator', 'Discord 2', 'Discord 1', 'Poke 2: Can you defeat Gary?', 'HTTP specialist', 'Designer', 'Packet Pursuit: The Forensic Odyssey', 'Baby rev', 'Git 1: Baby'], 'challenge_category': ['Crypto', 'Misc', 'Web', 'Web', 'Beginner', 'Beginner', 'Pwn', 'Pwn', 'Misc', 'Misc', 'Misc', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner'], 'challenge_points': ['100', '293', '460', '205', '100', '232', '500', '100', '100', '162', '100', '257', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:08:45.596792Z', '2024-11-09T05:43:05.939559Z', '2024-11-09T02:36:57.660555Z', '2024-11-08T22:36:58.631322Z', '2024-11-08T20:51:36.559700Z', '2024-11-08T20:16:22.877668Z', '2024-11-08T19:31:28.290467Z', '2024-11-08T19:06:16.481118Z', '2024-11-08T18:48:56.831250Z', '2024-11-08T18:02:08.258956Z', '2024-11-08T17:23:51.631493Z', '2024-11-08T17:09:34.308054Z', '2024-11-08T16:42:00.271019Z', '2024-11-08T16:31:47.518246Z', '2024-11-08T16:30:32.910427Z', '2024-11-08T15:42:00.201904Z', '2024-11-08T15:13:55.251912Z']}"
36,3043,FesseMisk,"{'challenge_name': ['AsianAce', '2m5', 'Brille', 'Heitmann', 'XOR 2: FibMODnacci', 'Git 2: Actions', 'Poke 2: Can you defeat Gary?', 'Discord 2', 'T.E.G. 1: Hide and Seek', 'Baby rev', 'Read the rules', 'Debu... what?', 'Warmup', 'Trust in my calculator', 'Poke 3: What the hell?', 'Poke 1: No again please', 'Poke 0: Just Want a Totodile', 'Onion login', 'Echoes of Wisdom', 'Baguette Cipher', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Designer', 'Git 1: Baby', 'HTTP specialist'], 'challenge_category': ['Crypto', 'Misc', 'Reversing', 'Misc', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Pwn', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '375', '257', '162', '100', '100', '100', '100', '100', '100', '392', '257', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:42:52.478258Z', '2024-11-09T01:47:56.922830Z', '2024-11-08T22:09:30.893619Z', '2024-11-08T22:01:40.972749Z', '2024-11-08T21:36:27.756845Z', '2024-11-08T20:54:40.491786Z', '2024-11-08T20:43:49.130976Z', '2024-11-08T20:22:30.397779Z', '2024-11-08T20:02:09.642088Z', '2024-11-08T19:36:45.814329Z', '2024-11-08T18:27:43.493198Z', '2024-11-08T17:09:39.702160Z', '2024-11-08T16:56:03.753970Z', '2024-11-08T16:40:09.185351Z', '2024-11-08T15:50:19.996006Z', '2024-11-08T15:38:54.283898Z', '2024-11-08T15:35:11.454387Z', '2024-11-08T15:34:52.031647Z', '2024-11-08T15:26:04.668183Z', '2024-11-08T15:15:12.889170Z', '2024-11-08T15:08:29.629231Z']}"
37,2816,tempmet_team,"{'challenge_name': ['tempmet_team', 'Discord 2', 'Poke 2: Can you defeat Gary?', 'Debu... what?', 'This will make you ANGRy', 'Baby rev', 'T.E.G. 1: Hide and Seek', 'Open Googler', 'Trust in my calculator', 'Warmup', 'Baguette Cipher', 'Onion login', 'Poke 0: Just Want a Totodile', 'Echoes of Wisdom', 'Read the rules', 'Designer', 'Packet Pursuit: The Forensic Odyssey', 'Siem logger', 'Git 1: Baby', 'HTTP specialist', 'Discord 1'], 'challenge_category': ['Misc', 'Reversing', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Web', 'Misc', 'Pwn', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Web', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['162', '257', '100', '232', '100', '100', '460', '100', '100', '100', '100', '100', '100', '100', '100', '100', '205', '100', '100', '100'], 'solve_time': ['2024-11-09T10:56:27.474151Z', '2024-11-08T17:07:45.452357Z', '2024-11-08T16:12:01.121187Z', '2024-11-08T16:02:48.860495Z', '2024-11-08T15:48:50.240975Z', '2024-11-08T13:06:26.510021Z', '2024-11-08T12:41:06.522192Z', '2024-11-08T12:11:01.430076Z', '2024-11-08T11:52:58.163518Z', '2024-11-08T11:52:38.555532Z', '2024-11-08T11:49:55.237370Z', '2024-11-08T11:48:47.574525Z', '2024-11-08T11:45:29.067361Z', '2024-11-08T11:38:20.795920Z', '2024-11-08T11:35:02.760473Z', '2024-11-08T11:28:11.095622Z', '2024-11-08T11:15:30.099887Z', '2024-11-08T11:14:38.190913Z', '2024-11-08T11:07:55.104221Z', '2024-11-08T11:04:02.408464Z']}"
