Position,points,name,challenge
84,1100,R0GU3_H4CK,"{'challenge_name': ['RommGT', 'Baby rev', 'Onion login', 'Read the rules', 'XOR 2: FibMODnacci', 'Debu... what?', 'Git 1: Baby', 'HTTP specialist', 'Trust in my calculator', 'Baguette Cipher', 'Discord 1', 'Designer'], 'challenge_category': ['Reversing', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:14:29.571716Z', '2024-11-09T04:59:31.920917Z', '2024-11-09T04:27:54.553642Z', '2024-11-09T03:51:45.705320Z', '2024-11-09T03:45:33.238977Z', '2024-11-09T00:14:22.383644Z', '2024-11-08T23:59:39.356842Z', '2024-11-08T23:48:29.861585Z', '2024-11-08T17:58:25.073022Z', '2024-11-08T17:56:15.089384Z', '2024-11-08T17:47:50.290006Z']}"
85,1100,F$0CI3TY,"{'challenge_name': ['rohith', 'felix_jack', 'Dusty', 'Onion login', 'Trust in my calculator', 'Baguette Cipher', 'Poke 0: Just Want a Totodile', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'XOR 2: FibMODnacci', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Beginner', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:29:35.559971Z', '2024-11-09T05:07:35.702309Z', '2024-11-09T04:20:09.853361Z', '2024-11-08T19:48:11.256305Z', '2024-11-08T17:34:59.247987Z', '2024-11-08T16:02:32.198414Z', '2024-11-08T12:55:37.814106Z', '2024-11-08T12:23:41.877004Z', '2024-11-08T12:18:19.376144Z', '2024-11-08T12:16:29.031985Z', '2024-11-08T11:48:42.188723Z']}"
86,1093,DragonBallTeam_,"{'challenge_name': ['bulma_', 'Debu... what?', 'Echoes of Wisdom', 'T.E.G. 1: Hide and Seek', 'Designer', 'Baby rev', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Git 1: Baby', 'PGN Encryption'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Misc', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '293'], 'solve_time': ['2024-11-09T01:32:52.339377Z', '2024-11-08T21:25:54.045060Z', '2024-11-08T20:57:06.226080Z', '2024-11-08T19:57:29.674538Z', '2024-11-08T19:56:40.279508Z', '2024-11-08T19:49:07.583129Z', '2024-11-08T19:25:32.681166Z', '2024-11-08T19:24:54.866728Z', '2024-11-08T18:50:28.257761Z']}"
87,1083,aaa,"{'challenge_name': ['qwertyuloveme', 'XOR 3: Bugbounty description', 'Baguette Cipher', 'XOR 2: FibMODnacci', 'RSA Keys'], 'challenge_category': ['Crypto', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['423', '100', '100', '460'], 'solve_time': ['2024-11-09T05:15:43.840619Z', '2024-11-09T04:48:18.863757Z', '2024-11-09T04:22:11.506361Z', '2024-11-09T03:35:58.590846Z']}"
88,1005,ADP,"{'challenge_name': ['Piscat', 'Siem logger', 'Read the rules', 'Baguette Cipher', 'Discord 1', 'Git 1: Baby', 'Poke 0: Just Want a Totodile', 'Designer', 'Onion login', 'HTTP specialist'], 'challenge_category': ['Web', 'Misc', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['205', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T02:07:09.265866Z', '2024-11-08T14:59:36.924830Z', '2024-11-08T12:50:42.882459Z', '2024-11-08T12:20:10.517744Z', '2024-11-08T12:17:19.918499Z', '2024-11-08T12:12:48.587696Z', '2024-11-08T12:03:57.125217Z', '2024-11-08T12:01:20.301078Z', '2024-11-08T11:42:27.771660Z']}"
89,1005,OpSec,"{'challenge_name': ['OpSec', 'Debu... what?', 'HTTP specialist', 'Poke 0: Just Want a Totodile', 'Trust in my calculator', 'Baby rev', 'Warmup', 'Siem logger', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Misc', 'Reversing', 'Pwn', 'Web', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '205', '100', '100'], 'solve_time': ['2024-11-09T07:01:36.426662Z', '2024-11-09T06:20:01.617932Z', '2024-11-09T06:05:37.897882Z', '2024-11-09T04:11:02.001580Z', '2024-11-09T03:55:07.299664Z', '2024-11-08T18:49:57.670028Z', '2024-11-08T18:17:03.839573Z', '2024-11-08T18:05:07.682479Z', '2024-11-08T18:02:22.678589Z']}"
90,1000,Roman_Charm,"{'challenge_name': ['Roman_Charm', 'Trust in my calculator', 'HTTP specialist', 'Git 1: Baby', 'Packet Pursuit: The Forensic Odyssey', 'Designer', 'T.E.G. 1: Hide and Seek', 'Read the rules', 'Baguette Cipher', 'Discord 1', 'Echoes of Wisdom'], 'challenge_category': ['Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T12:53:58.627251Z', '2024-11-08T12:22:34.166869Z', '2024-11-08T12:14:55.854281Z', '2024-11-08T12:13:19.469682Z', '2024-11-08T12:08:23.561667Z', '2024-11-08T12:02:44.688851Z', '2024-11-08T12:01:29.954523Z', '2024-11-08T11:36:02.401710Z', '2024-11-08T11:32:05.646480Z', '2024-11-08T11:08:37.554426Z']}"
91,1000,T.U.S.K,"{'challenge_name': ['pphreak_1001', 'Baguette Cipher', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Onion login', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Git 1: Baby', 'Discord 1', 'Designer'], 'challenge_category': ['Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T12:55:12.522608Z', '2024-11-08T12:10:40.968735Z', '2024-11-08T12:00:58.526076Z', '2024-11-08T11:55:44.640001Z', '2024-11-08T11:52:22.309134Z', '2024-11-08T11:48:21.097298Z', '2024-11-08T11:40:23.105502Z', '2024-11-08T11:36:55.698405Z', '2024-11-08T11:35:28.647783Z', '2024-11-08T11:10:25.926406Z']}"
92,1000,sp00k,"{'challenge_name': ['sp00k', 'Baby rev', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'Git 1: Baby', 'Discord 1', 'Designer'], 'challenge_category': ['Reversing', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T15:24:02.663525Z', '2024-11-08T12:59:33.620022Z', '2024-11-08T12:52:18.811025Z', '2024-11-08T12:41:15.645274Z', '2024-11-08T12:39:20.712107Z', '2024-11-08T12:32:59.861965Z', '2024-11-08T12:28:03.065897Z', '2024-11-08T12:23:58.129880Z', '2024-11-08T12:01:08.864523Z', '2024-11-08T11:46:09.263154Z']}"
93,1000,CyberUnit,"{'challenge_name': ['r3', 'skalvin', 'zer0gr2vity', '0xkakashi', 'Debu... what?', 'XOR 2: FibMODnacci', 'Git 1: Baby', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Baguette Cipher', 'Discord 1', 'Designer', 'Baby rev'], 'challenge_category': ['Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Beginner', 'Reversing'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T21:55:08.478867Z', '2024-11-08T21:35:02.450319Z', '2024-11-08T18:59:49.527757Z', '2024-11-08T17:08:04.988228Z', '2024-11-08T16:52:40.287248Z', '2024-11-08T16:42:08.723677Z', '2024-11-08T16:01:59.842352Z', '2024-11-08T15:51:31.127645Z', '2024-11-08T15:38:12.532241Z', '2024-11-08T15:31:10.909853Z']}"
94,1000,Friday_guz,"{'challenge_name': ['R0tc1ph3r', 'Warmup', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Trust in my calculator', 'Debu... what?', 'Baby rev', 'Git 1: Baby', 'Onion login', 'HTTP specialist', 'Designer'], 'challenge_category': ['Pwn', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T02:49:41.287870Z', '2024-11-09T02:21:18.697327Z', '2024-11-09T01:47:50.510095Z', '2024-11-09T01:00:47.956374Z', '2024-11-08T23:31:51.891648Z', '2024-11-08T23:31:16.150568Z', '2024-11-08T21:34:16.720284Z', '2024-11-08T20:46:49.147089Z', '2024-11-08T20:25:35.752219Z', '2024-11-08T20:17:59.924693Z']}"
95,1000,soala gogo,"{'challenge_name': ['nagabonor', 'Baguette Cipher', 'Git 1: Baby', 'Packet Pursuit: The Forensic Odyssey', 'Onion login', 'HTTP specialist', 'Debu... what?', 'Poke 0: Just Want a Totodile', 'T.E.G. 1: Hide and Seek', 'Designer', 'Discord 1'], 'challenge_category': ['Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:25:30.943185Z', '2024-11-09T09:20:16.349969Z', '2024-11-09T09:16:58.258021Z', '2024-11-09T09:12:13.370305Z', '2024-11-09T09:07:47.560631Z', '2024-11-09T09:02:36.214779Z', '2024-11-09T08:59:09.519367Z', '2024-11-09T08:45:48.427644Z', '2024-11-09T08:44:12.008591Z', '2024-11-09T08:00:47.216405Z']}"
96,1000,Crimson_Predators,"{'challenge_name': ['Brehiton', 'armandoPC', 'VictorCMC', 'Onion login', 'HTTP specialist', 'T.E.G. 1: Hide and Seek', 'Baguette Cipher', 'Discord 1', 'Trust in my calculator', 'Poke 0: Just Want a Totodile', 'Baby rev', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Misc', 'Beginner', 'Reversing', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:26:47.494178Z', '2024-11-09T08:51:37.159689Z', '2024-11-09T07:46:33.853389Z', '2024-11-08T23:53:08.681893Z', '2024-11-08T23:20:07.251980Z', '2024-11-08T23:08:16.838879Z', '2024-11-08T16:12:13.465226Z', '2024-11-08T14:11:33.801125Z', '2024-11-08T11:46:03.364909Z', '2024-11-08T11:43:53.278879Z']}"
97,926,Leviathan__,"{'challenge_name': ['K9t', 'hyber', 'Ahn', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Discord 1', 'Discord 2', 'Hamparte Artist'], 'challenge_category': ['Crypto', 'Crypto', 'Misc', 'Misc', 'Forensics'], 'challenge_points': ['100', '100', '100', '162', '464'], 'solve_time': ['2024-11-09T08:15:18.334647Z', '2024-11-09T06:58:01.176364Z', '2024-11-09T02:42:56.172954Z', '2024-11-09T02:41:50.795884Z', '2024-11-08T16:37:07.080975Z']}"
98,900,ctfrrteam,"{'challenge_name': ['mbukuzdulu', 'XOR 2: FibMODnacci', 'Warmup', 'Onion login', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'HTTP specialist', 'Designer', 'Discord 1'], 'challenge_category': ['Crypto', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T23:22:42.967918Z', '2024-11-08T21:07:56.406931Z', '2024-11-08T20:26:58.523529Z', '2024-11-08T19:53:10.598219Z', '2024-11-08T15:04:19.368660Z', '2024-11-08T14:50:45.292608Z', '2024-11-08T13:37:51.630856Z', '2024-11-08T13:30:51.587070Z', '2024-11-08T11:49:23.526699Z']}"
99,900,labu,"{'challenge_name': ['labu', 'Read the rules', 'Baby rev', 'Warmup', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Designer', 'Git 1: Baby', 'Discord 1'], 'challenge_category': ['Misc', 'Reversing', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:30:07.532008Z', '2024-11-09T09:02:17.939611Z', '2024-11-09T07:31:57.230883Z', '2024-11-09T07:04:15.312984Z', '2024-11-08T18:42:15.016801Z', '2024-11-08T17:27:50.650563Z', '2024-11-08T17:04:51.684325Z', '2024-11-08T12:57:40.115666Z', '2024-11-08T12:53:20.564648Z']}"
100,900,CyberDragons,"{'challenge_name': ['RedTheMechanic', 'Trust in my calculator', 'Read the rules', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Poke 0: Just Want a Totodile', 'Onion login', 'Echoes of Wisdom', 'HTTP specialist', 'Designer'], 'challenge_category': ['Misc', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:47:16.061186Z', '2024-11-09T10:32:29.017933Z', '2024-11-09T10:19:18.321034Z', '2024-11-09T09:30:21.736567Z', '2024-11-09T08:56:58.322525Z', '2024-11-08T23:14:46.285694Z', '2024-11-08T19:04:49.341907Z', '2024-11-08T18:56:30.881625Z', '2024-11-08T18:06:28.865787Z']}"
101,864,Kma_KN,"{'challenge_name': ['Kma_KN', 'Hamparte Artist', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Designer', 'Discord 1'], 'challenge_category': ['Forensics', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['464', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:26:19.024103Z', '2024-11-09T04:45:29.223404Z', '2024-11-09T04:23:37.500780Z', '2024-11-09T04:09:41.717918Z', '2024-11-09T04:09:07.620270Z']}"
102,862,linuxerdos,"{'challenge_name': ['jorg12345', 'David', 'oramirez', 'Discord 2', 'Trust in my calculator', 'Baguette Cipher', 'Echoes of Wisdom', 'Onion login', 'Discord 1', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Misc', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['162', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T22:14:16.198906Z', '2024-11-08T18:25:49.387702Z', '2024-11-08T16:49:48.881642Z', '2024-11-08T16:03:45.410663Z', '2024-11-08T13:42:24.930756Z', '2024-11-08T13:18:56.906815Z', '2024-11-08T13:00:42.723167Z', '2024-11-08T12:46:00.197316Z']}"
103,849,KXTI_23,"{'challenge_name': ['lion', 'Poke 3: What the hell?', 'Onion login', 'Poke 1: No again please', 'Git 1: Baby'], 'challenge_category': ['Misc', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['392', '100', '257', '100'], 'solve_time': ['2024-11-08T22:02:59.599732Z', '2024-11-08T18:36:24.770335Z', '2024-11-08T17:10:15.845746Z', '2024-11-08T16:29:24.218834Z']}"
104,800,zer0toh3ro,"{'challenge_name': ['mian', 'Read the rules', 'Discord 1', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T15:41:17.668991Z', '2024-11-08T15:29:07.747279Z', '2024-11-08T15:21:24.843015Z', '2024-11-08T15:05:22.599191Z', '2024-11-08T13:55:59.438808Z', '2024-11-08T13:08:23.456469Z', '2024-11-08T13:05:40.158939Z', '2024-11-08T13:05:03.856612Z']}"
105,800,BackMoon,"{'challenge_name': ['BackMoon', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Warmup', 'Baby rev', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Beginner', 'Misc', 'Pwn', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T17:42:30.714793Z', '2024-11-08T17:22:29.052868Z', '2024-11-08T17:16:34.184115Z', '2024-11-08T17:03:14.238860Z', '2024-11-08T16:32:40.957107Z', '2024-11-08T16:31:16.204546Z', '2024-11-08T16:13:55.515329Z', '2024-11-08T16:08:57.881533Z']}"
106,800,ByteBandits,"{'challenge_name': ['ByteBandits', 'Debu... what?', 'Warmup', 'Discord 1', 'Designer', 'Git 1: Baby', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'Baby rev'], 'challenge_category': ['Beginner', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:33:30.972446Z', '2024-11-09T09:58:56.556507Z', '2024-11-09T09:44:42.050311Z', '2024-11-09T09:41:45.744325Z', '2024-11-09T09:40:19.619425Z', '2024-11-09T09:38:14.505921Z', '2024-11-09T09:31:41.413590Z', '2024-11-09T08:31:43.809707Z']}"
107,762,Bytecodez,"{'challenge_name': ['0xbk06', 'iam_elango', 'Ak=', 'T.E.G. 1: Hide and Seek', 'Onion login', 'HTTP specialist', 'Discord 2', 'Discord 1', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '162', '100', '100', '100'], 'solve_time': ['2024-11-09T08:51:48.823549Z', '2024-11-09T08:40:24.300859Z', '2024-11-09T07:24:44.960434Z', '2024-11-09T03:54:01.691784Z', '2024-11-09T03:40:36.481244Z', '2024-11-09T03:27:00.054051Z', '2024-11-08T14:11:59.905088Z']}"
108,705,Cybertroll,"{'challenge_name': ['HVT', 'Siem logger', 'Git 1: Baby', 'HTTP specialist', 'Designer', 'Onion login', 'Poke 0: Just Want a Totodile'], 'challenge_category': ['Web', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['205', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T07:19:54.615703Z', '2024-11-09T06:51:56.534997Z', '2024-11-09T06:48:40.751565Z', '2024-11-09T06:43:41.219337Z', '2024-11-09T06:41:01.932428Z', '2024-11-09T06:31:39.002331Z']}"
109,705,4dm1n,"{'challenge_name': ['4dm1n', 'MlemKem', 'Debu... what?', 'Git 1: Baby', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Designer', 'Siem logger'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '205'], 'solve_time': ['2024-11-09T09:51:24.594068Z', '2024-11-09T08:56:31.358700Z', '2024-11-09T08:46:57.099011Z', '2024-11-09T08:40:48.276765Z', '2024-11-09T08:19:18.905026Z', '2024-11-09T03:24:58.216003Z']}"
110,700,t1st,"{'challenge_name': ['t1st', 'Baguette Cipher', 'Poke 0: Just Want a Totodile', 'Echoes of Wisdom', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Warmup'], 'challenge_category': ['Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T12:09:49.098152Z', '2024-11-08T11:58:29.879478Z', '2024-11-08T11:54:37.023652Z', '2024-11-08T11:45:01.980059Z', '2024-11-08T11:33:47.579887Z', '2024-11-08T11:30:05.953516Z', '2024-11-08T11:27:05.274215Z']}"
111,700,Rem01x,"{'challenge_name': ['Rem01x', 'T.E.G. 1: Hide and Seek', 'Discord 1', 'HTTP specialist', 'Designer', 'Poke 0: Just Want a Totodile', 'Git 1: Baby', 'Onion login'], 'challenge_category': ['Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T13:35:39.508548Z', '2024-11-08T12:41:56.668000Z', '2024-11-08T11:56:41.445462Z', '2024-11-08T11:54:03.333023Z', '2024-11-08T11:46:51.891052Z', '2024-11-08T11:16:24.859513Z', '2024-11-08T11:13:48.190665Z']}"
112,700,HaMac,"{'challenge_name': ['0xH640', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'T.E.G. 1: Hide and Seek', 'Warmup', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T14:37:35.020288Z', '2024-11-08T13:06:07.325237Z', '2024-11-08T12:44:44.717988Z', '2024-11-08T12:13:53.601126Z', '2024-11-08T12:00:30.667932Z', '2024-11-08T11:57:38.836569Z', '2024-11-08T11:10:07.192201Z']}"
113,700,sakana,"{'challenge_name': ['sudopacman', 'shengnan', 'Change', 'Git 1: Baby', 'XOR 2: FibMODnacci', 'Designer', 'HTTP specialist', 'Discord 1', 'Warmup', 'Baguette Cipher'], 'challenge_category': ['Beginner', 'Crypto', 'Beginner', 'Beginner', 'Misc', 'Pwn', 'Crypto'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T15:13:22.629154Z', '2024-11-08T15:04:02.069893Z', '2024-11-08T14:58:46.868473Z', '2024-11-08T14:57:25.777671Z', '2024-11-08T14:17:01.367852Z', '2024-11-08T11:42:18.942074Z', '2024-11-08T11:33:29.160716Z']}"
114,700,darashev,"{'challenge_name': ['rodsteph', 'otrevor', 'XOR 2: FibMODnacci', 'Onion login', 'Debu... what?', 'Baby rev', 'Discord 1', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Crypto', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T19:10:03.327887Z', '2024-11-08T17:55:11.127500Z', '2024-11-08T15:10:37.713081Z', '2024-11-08T15:05:44.241614Z', '2024-11-08T14:53:11.999064Z', '2024-11-08T14:37:37.208260Z', '2024-11-08T14:36:08.994336Z']}"
115,700,Dragon0x1,"{'challenge_name': ['Elsaadany', 'Medhat', 'Ahmed Mohamed', 'Ahmed_Medra', 'Mohamed Gebril', 'Discord 1', 'Baby rev', 'Echoes of Wisdom', 'Warmup', 'HTTP specialist', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Misc', 'Reversing', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T20:52:00.062205Z', '2024-11-08T14:55:24.530815Z', '2024-11-08T13:38:36.195419Z', '2024-11-08T12:41:15.468164Z', '2024-11-08T11:36:57.714559Z', '2024-11-08T11:21:51.881938Z', '2024-11-08T11:15:09.891538Z']}"
116,662,GUDBYELUV,"{'challenge_name': ['helloworld18', 'rea', 'Trust in my calculator', 'Baby rev', 'Discord 2', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Misc', 'Reversing', 'Misc', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '162', '100', '100', '100'], 'solve_time': ['2024-11-09T05:39:19.170078Z', '2024-11-08T16:16:30.230487Z', '2024-11-08T15:42:11.159780Z', '2024-11-08T12:30:45.824274Z', '2024-11-08T12:24:56.026114Z', '2024-11-08T11:58:52.800210Z']}"
117,662,Triada,"{'challenge_name': ['Adarsh', 'XOR 2: FibMODnacci', 'HTTP specialist', 'Discord 2', 'Discord 1', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Crypto', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '162', '100', '100', '100'], 'solve_time': ['2024-11-09T06:31:50.445184Z', '2024-11-09T06:29:23.210223Z', '2024-11-09T06:25:15.559869Z', '2024-11-08T12:10:23.008860Z', '2024-11-08T11:54:32.815316Z', '2024-11-08T11:51:48.755898Z']}"
118,660,Howl,"{'challenge_name': ['Howl', 'RSA Keys', 'Designer', 'HTTP specialist'], 'challenge_category': ['Crypto', 'Beginner', 'Beginner'], 'challenge_points': ['460', '100', '100'], 'solve_time': ['2024-11-08T14:01:49.125344Z', '2024-11-08T13:28:12.213014Z', '2024-11-08T12:59:12.123307Z']}"
119,657,Orion,"{'challenge_name': ['vortex123', 'Poke 1: No again please', 'HTTP specialist', 'Onion login', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['257', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T23:51:16.962631Z', '2024-11-08T22:31:09.795009Z', '2024-11-08T21:33:54.467981Z', '2024-11-08T16:32:52.952350Z', '2024-11-08T15:46:16.009677Z']}"
120,657,0nePadding,"{'challenge_name': ['kash1064', 'tofu117', 'Packet Pursuit: The Forensic Odyssey', 'Onion login', 'HTTP specialist', 'Poke 2: Can you defeat Gary?', 'Baby rev'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Reversing', 'Reversing'], 'challenge_points': ['100', '100', '100', '257', '100'], 'solve_time': ['2024-11-09T04:28:05.839590Z', '2024-11-09T04:23:42.188360Z', '2024-11-08T12:28:18.417446Z', '2024-11-08T11:53:46.481277Z', '2024-11-08T11:26:26.041972Z']}"
121,605,NotLe0n,"{'challenge_name': ['NotLe0n', 'Designer', 'Git 1: Baby', 'Siem logger', 'Discord 1', 'HTTP specialist'], 'challenge_category': ['Beginner', 'Beginner', 'Web', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '205', '100', '100'], 'solve_time': ['2024-11-08T15:10:51.270184Z', '2024-11-08T15:10:33.666169Z', '2024-11-08T12:45:01.856363Z', '2024-11-08T12:01:31.816033Z', '2024-11-08T11:43:59.417404Z']}"
